,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
9128,26030,382.0,CHEVROLET,Volt,2017,Hatchback,True,Hybrid,1.5,52062,4.0,Automatic,Front,4,Left wheel,Blue,0,False
9129,220,574.0,HONDA,Insight,2010,Hatchback,True,Hybrid,1.3,184250,4.0,Automatic,Front,4,Left wheel,Grey,0,False
9130,43868,730.0,SSANGYONG,Actyon,2016,Jeep,True,Petrol,1.6,70940,4.0,Automatic,Front,4,Left wheel,Black,4,False
9131,10976,1408.0,FORD,Transit,2007,Microbus,False,Diesel,2.2,170000,4.0,Manual,Front,4,Left wheel,Black,2,True
9132,314,583.0,KIA,RIO,2011,Sedan,True,Petrol,1.6,0,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9133,22894,,BMW,X5,2006,Jeep,True,Diesel,3.0,235000,6.0,Tiptronic,4x4,4,Left wheel,Black,8,True
9134,40769,1327.0,TOYOTA,Camry,2018,Sedan,True,Petrol,2.5,43000,4.0,Tiptronic,Front,4,Left wheel,Blue,12,False
9135,42764,696.0,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.2,164593,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9137,1700,,OPEL,Astra,1994,Sedan,False,CNG,1.6,0,4.0,Manual,Front,4,Left wheel,Green,2,False
9139,24462,1077.0,TOYOTA,CHR,2019,Jeep,True,Petrol,2.0,10610,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9141,10976,1268.0,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,67000,4.0,Variator,Front,4,Right-hand drive,Silver,4,False
9142,251,530.0,NISSAN,Juke,2013,Jeep,True,Petrol,1.6,153888,4.0,Automatic,4x4,4,Left wheel,White,0,False
9143,22567,650.0,CHEVROLET,Aveo,2016,Hatchback,True,Petrol,1.4,94793,4.0,Automatic,Front,4,Left wheel,Black,4,False
9144,1098,1793.0,MERCEDES-BENZ,S 550,2011,Sedan,True,Petrol,5.5,274563,8.0,Automatic,Rear,4,Left wheel,White,12,False
9146,6909,876.0,CHEVROLET,Cruze,2009,Sedan,True,Petrol,1.8,119484,4.0,Automatic,Front,4,Left wheel,Black,4,False
9147,15530,502.0,TOYOTA,Aqua,2013,Hatchback,True,Petrol,1.5,179000,4.0,Automatic,Front,4,Left wheel,White,4,False
9148,862,2455.0,LEXUS,GX 470,2008,Jeep,True,Petrol,4.7,280354,8.0,Automatic,4x4,4,Left wheel,White,0,False
9149,40556,1017.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,2.0,48089,4.0,Automatic,Front,4,Left wheel,White,4,False
9150,5331,,MERCEDES-BENZ,C 180,1995,Sedan,False,Petrol,1.8,335000,4.0,Manual,Rear,4,Left wheel,Silver,2,True
9151,18817,836.0,BMW,118,2010,Sedan,True,Diesel,2.0,197000,4.0,Manual,Front,4,Left wheel,Black,0,False
9152,6586,,HONDA,Cr-v,1998,Jeep,False,LPG,2.0,100000,4.0,Automatic,4x4,4,Right-hand drive,Silver,12,False
9153,22894,891.0,KIA,Sportage SX,2016,Jeep,True,Petrol,2.0,55447,4.0,Automatic,Front,4,Left wheel,Blue,10,True
9154,20005,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,106616,4.0,Automatic,Front,4,Left wheel,Black,4,False
9155,16778,765.0,CHEVROLET,Orlando,2015,Jeep,True,LPG,2.0,34328,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9156,26657,777.0,MAZDA,CX-5,2014,Jeep,False,Petrol,2.5,101435,4.0,Automatic,Front,4,Left wheel,Black,10,False
9157,21953,1327.0,NISSAN,X-Terra,2011,Jeep,True,Petrol,4.0,79633,6.0,Automatic,4x4,4,Left wheel,Silver,6,False
9158,22357,640.0,CHEVROLET,Orlando,2013,Jeep,True,Diesel,2.0,121042,4.0,Automatic,Front,4,Left wheel,White,4,False
9159,1568,1172.0,TOYOTA,Highlander,2011,Jeep,True,Hybrid,3.5,342622,6.0,Automatic,4x4,4,Left wheel,Black,12,False
9160,1568,505.0,FORD,Fusion,2018,Sedan,True,Hybrid,2.0,93453,4.0,Automatic,Front,4,Left wheel,Grey,12,False
9161,19933,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,134000,4.0,Automatic,Front,4,Left wheel,White,4,False
9162,2509,1399.0,LEXUS,RX 450,2010,Jeep,True,Hybrid,3.5,315270,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
9163,17000,474.0,CHEVROLET,Cruze,2013,Sedan,True,Petrol,1.4,115000,4.0,Tiptronic,Front,4,Left wheel,Grey,10,True
9164,20385,,VOLKSWAGEN,Jetta SE,2014,Sedan,True,Petrol,1.8,70000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
9167,45872,1017.0,HONDA,Civic,2017,Coupe,True,Petrol,2.0,57895,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9168,941,862.0,VOLKSWAGEN,Jetta,2011,Sedan,True,Diesel,2.5,175389,5.0,Automatic,Front,4,Left wheel,Grey,12,False
9169,39201,779.0,SUBARU,Impreza,2013,Sedan,True,Petrol,2.5,114350,4.0,Automatic,4x4,4,Left wheel,Black,0,False
9170,251,753.0,HYUNDAI,Sonata,2012,Sedan,True,Petrol,2.4,151782,4.0,Automatic,Front,4,Left wheel,Blue,12,False
9173,47107,765.0,HYUNDAI,Sonata,2015,Sedan,True,Petrol,2.0,59000,4.0,Automatic,Front,4,Left wheel,White,4,False
9174,1333,900.0,MITSUBISHI,Outlander,2015,Jeep,True,Petrol,2.4,51141,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9175,7213,862.0,FORD,Fusion,2011,Sedan,False,Hybrid,2.5,224000,4.0,Tiptronic,Front,4,Left wheel,Grey,12,False
9176,3607,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,156518,4.0,Automatic,Front,4,Left wheel,White,12,False
9177,26971,1820.0,TOYOTA,Tacoma,2019,Sedan,True,Petrol,3.5,18555,6.0,Automatic,4x4,4,Left wheel,Black,12,False
9178,14834,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,131443,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9179,14454,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,128980,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9180,706,761.0,TOYOTA,Prius,2010,Hatchback,True,Hybrid,1.8,73402,4.0,Automatic,Front,4,Left wheel,White,12,False
9181,11604,777.0,FORD,Fusion,2014,Sedan,True,Petrol,2.5,176000,4.0,Tiptronic,Front,4,Left wheel,White,10,False
9182,314,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,149486,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
9183,34811,919.0,BMW,X5,2012,Jeep,True,Diesel,3.0,70994,6.0,Automatic,4x4,4,Left wheel,Black,0,False
9184,18817,,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,180000,4.0,Variator,Front,4,Left wheel,Sky blue,8,False
9185,34497,697.0,MERCEDES-BENZ,Vito,2012,Minivan,True,Diesel,2.2,196000,8.0,Tiptronic,Rear,4,Left wheel,Green,8,False
9186,9565,1079.0,VOLKSWAGEN,Tiguan,2018,Sedan,True,Petrol,2.0,70098,4.0,Automatic,Front,4,Left wheel,Black,12,False
9187,706,639.0,SUBARU,XV,2014,Jeep,True,Petrol,2.0,64923,4.0,Automatic,4x4,4,Left wheel,Orange,12,False
9188,19444,,MERCEDES-BENZ,Vito,2006,Minivan,False,Diesel,2.2,259000,6.0,Tiptronic,Rear,4,Left wheel,Carnelian red,4,False
9189,3293,761.0,TOYOTA,Prius,2010,Hatchback,True,Hybrid,1.8,159382,4.0,Automatic,Front,4,Left wheel,White,12,False
9190,784,448.0,HONDA,Insight,2012,Hatchback,True,Hybrid,1.3,321269,4.0,Automatic,Front,4,Left wheel,Red,0,False
9191,12858,1018.0,MERCEDES-BENZ,GL 350,2011,Jeep,True,Diesel,3.0,137270,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
9193,28043,831.0,CHEVROLET,Orlando,2017,Jeep,True,Diesel,1.6,109953,4.0,Automatic,Front,4,Left wheel,Black,4,False
9194,13328,738.0,CHEVROLET,Cruze,2017,Sedan,True,Petrol,1.4,78667,4.0,Automatic,Front,4,Left wheel,Blue,12,False
9195,6899,,MAZDA,Demio,2003,Hatchback,False,Diesel,1.4,0,4.0,Manual,Front,4,Left wheel,Silver,0,True
9196,4704,738.0,CHEVROLET,Cruze,2017,Sedan,True,Petrol,1.4,150453,4.0,Automatic,Front,4,Left wheel,White,12,False
9198,45473,780.0,VOLKSWAGEN,Jetta,2019,Sedan,True,Petrol,1.4,35000,4.0,Tiptronic,Front,4,Left wheel,White,12,False
9199,12231,,NISSAN,X-Trail NISSAN X TRAIL R,2006,Jeep,True,Petrol,2.0,160000,4.0,Automatic,4x4,4,Left wheel,Black,6,False
9201,22580,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,50930,4.0,Automatic,Rear,4,Left wheel,Black,12,False
9202,17876,353.0,TOYOTA,Prius,2015,Sedan,False,Hybrid,1.8,203101,4.0,Automatic,Front,4,Left wheel,White,12,False
9203,1568,642.0,AUDI,A3,2012,Jeep,True,Diesel,2.0,167398,4.0,Automatic,Front,4,Left wheel,White,12,False
9204,5959,934.0,FORD,Fusion,2015,Sedan,True,Petrol,2.5,150091,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9205,4200,,MERCEDES-BENZ,190,1985,Sedan,False,CNG,2.0,284000,4.0,Manual,Rear,4,Left wheel,Red,0,False
9206,14834,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,147700,4.0,Automatic,Front,4,Left wheel,Black,4,False
9207,9408,,JEEP,Liberty,2003,Jeep,False,LPG,3.7,32000,6.0,Automatic,4x4,4,Left wheel,Blue,2,False
9208,16151,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,286974,4.0,Automatic,Front,4,Left wheel,White,4,False
9209,23239,836.0,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,124289,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9210,4861,,MITSUBISHI,Airtrek,2002,Jeep,True,Petrol,2.0,180000,4.0,Tiptronic,4x4,4,Left wheel,Silver,4,False
9211,14113,986.0,JEEP,Patriot,2010,Jeep,False,Petrol,2.4,240000,4.0,Tiptronic,4x4,4,Left wheel,Silver,8,False
9213,9565,397.0,LEXUS,CT 200h,2016,Hatchback,True,Hybrid,1.8,71904,4.0,Automatic,Front,4,Left wheel,White,0,False
9214,3450,753.0,CHEVROLET,Equinox,2012,Jeep,True,Petrol,2.4,233733,4.0,Automatic,Front,4,Left wheel,Black,12,False
9215,6269,1099.0,HYUNDAI,Grandeur,2010,Sedan,True,Petrol,2.7,93168,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9216,24775,645.0,LEXUS,CT 200h,2011,Hatchback,True,Hybrid,1.8,80000,6.0,Automatic,Front,4,Left wheel,Grey,10,False
9217,784,917.0,BMW,X5,2013,Sedan,True,Diesel,3.0,0,6.0,Automatic,4x4,4,Left wheel,Black,0,False
9218,25591,530.0,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.6,81351,4.0,Automatic,Front,4,Left wheel,White,4,False
9219,18817,,HYUNDAI,Veloster,2013,Hatchback,False,Petrol,1.6,80000,4.0,Tiptronic,Front,4,Left wheel,White,4,False
9220,15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,295509,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9221,627,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.5,134904,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
9222,627,4736.0,SUBARU,Legacy,2004,Sedan,True,Petrol,2.0,256000,4.0,Manual,4x4,4,Right-hand drive,White,6,False
9223,6429,585.0,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.8,141603,4.0,Automatic,Front,4,Left wheel,Blue,12,False
9224,4391,,VAZ,2121 (Niva),1999,Sedan,True,Petrol,1.7,1000,5.0,Manual,4x4,2,Left wheel,White,6,False
9225,3136,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,159379,4.0,Automatic,Front,4,Left wheel,White,12,False
9226,23389,730.0,CHEVROLET,Orlando,2016,Jeep,True,Diesel,1.6,128495,4.0,Automatic,Front,4,Left wheel,White,4,False
9227,24462,,TOYOTA,Prius,2013,Universal,False,Hybrid,1.8,126000,4.0,Variator,Front,4,Left wheel,White,6,False
9228,5018,1091.0,CADILLAC,ATS,2016,Sedan,True,Petrol,2.5,81461,4.0,Automatic,Rear,4,Left wheel,Blue,12,False
9229,5018,,OPEL,Corsa,1999,Coupe,False,Petrol,1.2,198000,4.0,Manual,Front,2,Left wheel,Silver,4,False
9230,8154,,NISSAN,Note,2012,Hatchback,False,Petrol,1.2,120000,3.0,Variator,Front,4,Right-hand drive,Silver,6,False
9231,6899,521.0,CHEVROLET,Cruze,2011,Sedan,True,Petrol,1.4,131000,4.0,Automatic,Front,4,Left wheel,Silver,10,False
9232,470,751.0,KIA,Optima,2013,Sedan,True,Petrol,2.4,230032,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9234,7213,,OPEL,Astra,2000,Hatchback,False,Petrol,1.6,223000,4.0,Manual,Front,4,Left wheel,Black,4,False
9235,4077,781.0,TOYOTA,Camry,2012,Sedan,True,Petrol,2.5,200870,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9236,17249,1141.0,LEXUS,HS 250h,2009,Sedan,True,Hybrid,2.4,264000,4.0,Tiptronic,Front,4,Left wheel,Blue,10,False
9237,12544,,MITSUBISHI,Pajero IO,2003,Jeep,False,Petrol,2.0,180000,4.0,Automatic,4x4,4,Left wheel,Silver,5,False
9238,28592,502.0,TOYOTA,Aqua,2013,Hatchback,True,Petrol,1.5,37900,4.0,Automatic,Front,4,Left wheel,Blue,4,False
9239,36065,,BMW,X5,2012,Jeep,True,Petrol,4.4,186000,8.0,Tiptronic,4x4,4,Left wheel,Black,10,True
9240,12544,748.0,CHEVROLET,1500,2012,Sedan,True,Petrol,2.4,96973,4.0,Automatic,Front,4,Left wheel,Black,4,False
9241,24920,707.0,HYUNDAI,Santa FE,2011,Jeep,True,Diesel,2.0,117139,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9242,5645,,VOLKSWAGEN,Jetta,1997,Sedan,False,Petrol,2.0,0,2.0,Manual,Front,4,Left wheel,Black,2,False
9243,15681,738.0,CHEVROLET,Cruze,2017,Sedan,True,Petrol,1.4,77174,4.0,Automatic,Front,4,Left wheel,Red,0,False
9244,8154,,NISSAN,Tiida,2004,Hatchback,False,Petrol,1.5,111111,4.0,Variator,Front,4,Right-hand drive,White,6,False
9245,627,934.0,MAZDA,1000,2015,Sedan,True,Petrol,2.5,113102,4.0,Automatic,4x4,4,Left wheel,Red,12,False
9246,1650,,MITSUBISHI,Chariot,1998,Goods wagon,False,Petrol,2.4,1000,6.0,Automatic,Front,4,Right-hand drive,Silver,4,False
9250,22266,2658.0,DODGE,Challenger,2016,Coupe,True,Petrol,6.4,72995,8.0,Automatic,Rear,2,Left wheel,Red,12,False
9251,5959,,OPEL,Vectra,1999,Goods wagon,False,Petrol,1.8,200000,4.0,Manual,Front,4,Left wheel,Silver,4,False
9252,13642,,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,160000,4.0,Variator,Front,4,Right-hand drive,Red,4,False
9253,16621,638.0,KIA,Optima,2014,Sedan,True,Petrol,2.0,32193,4.0,Automatic,Front,4,Left wheel,Black,4,False
9254,26030,,FORD,Fusion,2013,Sedan,True,Plug-in Hybrid,2.0,160000,4.0,Variator,Front,4,Left wheel,Carnelian red,12,False
9255,627,475.0,CHEVROLET,Volt,2012,Jeep,True,Hybrid,1.4,188419,4.0,Automatic,Front,4,Left wheel,Red,0,False
9256,12858,,TOYOTA,Prius,2007,Hatchback,False,Hybrid,1.5,123000,4.0,Variator,Front,4,Left wheel,Black,4,False
9257,12231,746.0,TOYOTA,Prius 1.5I,2009,Sedan,True,Hybrid,1.5,127300,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9258,20385,382.0,FORD,Fusion,2015,Sedan,True,Plug-in Hybrid,2.0,118000,4.0,Tiptronic,Front,4,Left wheel,Grey,10,False
9260,29762,585.0,HONDA,Civic,2013,Sedan,True,Petrol,1.8,155465,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9261,31675,1817.0,TOYOTA,Tacoma,2020,Sedan,True,Petrol,3.5,1669,6.0,Automatic,4x4,4,Left wheel,Black,12,False
9262,22580,779.0,TOYOTA,Camry,2013,Sedan,True,Petrol,2.5,350400,4.0,Tiptronic,Front,4,Left wheel,White,8,False
9263,35610,831.0,SSANGYONG,Actyon,2017,Jeep,True,Petrol,1.6,74279,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9264,31988,779.0,TOYOTA,Camry,2013,Sedan,False,Hybrid,2.5,62915,4.0,Automatic,Front,4,Left wheel,White,12,False
9265,17023,501.0,HONDA,FIT,2014,Hatchback,True,Petrol,1.5,52350,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9266,36231,642.0,HYUNDAI,Santa FE,2012,Jeep,True,Diesel,2.0,68359,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9267,1700,,MAZDA,MPV,2004,Minivan,False,Petrol,2.3,272000,4.0,Automatic,4x4,4,Right-hand drive,Red,0,False
9268,470,777.0,FORD,Fusion,2014,Sedan,True,Petrol,2.5,111304,4.0,Automatic,Front,4,Left wheel,White,12,False
9269,7840,,OPEL,Sintra,1997,Minivan,False,LPG,2.2,300000,4.0,Manual,Front,4,Left wheel,Silver,6,False
9270,36539,271.0,TOYOTA,Aqua,2014,Hatchback,True,Hybrid,1.5,8646,4.0,Automatic,Front,4,Left wheel,White,4,False
9271,30,,TOYOTA,Prius prius,2008,Sedan,False,Petrol,1.8,220000,4.0,Automatic,Front,4,Left wheel,White,8,False
9272,7527,,MERCEDES-BENZ,Vito,1999,Minivan,True,CNG,2.3,200000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
9273,3763,640.0,FORD,Fusion,2013,Sedan,True,Hybrid,2.0,320554,4.0,Automatic,Front,4,Left wheel,White,0,False
9274,40769,971.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.2,23216,4.0,Automatic,Front,4,Left wheel,White,4,False
9275,15367,781.0,CHEVROLET,Trax,2018,Jeep,True,Petrol,1.4,1405,4.0,Automatic,4x4,4,Left wheel,Black,8,False
9276,15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,322292,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9277,12758,308.0,HONDA,FIT,2015,Hatchback,True,Hybrid,1.5,161414,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9278,25512,911.0,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.2,161642,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9279,627,1360.0,LEXUS,GX 460,2013,Jeep,True,Petrol,4.6,243467,8.0,Automatic,4x4,4,Left wheel,White,0,False
9280,15060,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,143522,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9281,2038,353.0,TOYOTA,Prius,2015,Jeep,True,Hybrid,1.8,104795,4.0,Automatic,Front,4,Left wheel,White,12,False
9282,2500,,NISSAN,Micra,1992,Coupe,False,Petrol,1.0,262000,4.0,Manual,Front,2,Left wheel,Black,0,False
9283,31047,1820.0,TOYOTA,Tacoma,2019,Sedan,True,Petrol,3.5,17542,6.0,Automatic,Rear,4,Left wheel,Silver,12,False
9284,15053,,VOLKSWAGEN,Passat,2012,Sedan,True,Petrol,3.6,188408,6.0,Tiptronic,Front,4,Left wheel,Grey,10,False
9286,2587,1053.0,NISSAN,Pathfinder,2014,Jeep,True,Petrol,3.5,178656,6.0,Automatic,Front,4,Left wheel,Silver,12,False
9287,20698,1058.0,LEXUS,RX 450,2012,Jeep,True,Hybrid,3.5,236016,6.0,Automatic,Front,4,Left wheel,Black,12,False
9288,9408,1268.0,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,145000,4.0,Automatic,Front,4,Right-hand drive,Grey,2,False
9289,4704,,OPEL,Astra suzuki mr wagon,2005,Hatchback,False,Petrol,0.7,167000,3.0,Automatic,Front,4,Right-hand drive,Black,2,False
9290,42218,639.0,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,65863,4.0,Automatic,Front,4,Left wheel,White,4,False
9291,21639,934.0,TOYOTA,Camry,2015,Sedan,False,Petrol,2.5,178000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
9292,15681,779.0,VOLKSWAGEN,Passat,2013,Sedan,False,Petrol,2.5,156000,4.0,Tiptronic,Front,4,Left wheel,Grey,8,False
9294,23521,640.0,BMW,X3,2013,Jeep,True,Petrol,2.0,208000,4.0,Tiptronic,4x4,4,Left wheel,White,12,True
9295,3763,1304.0,BMW,X6,2013,Jeep,True,Petrol,4.4,218518,8.0,Automatic,4x4,4,Left wheel,White,12,False
9296,3450,607.0,TOYOTA,Camry,2019,Sedan,True,Hybrid,2.5,9626,4.0,Automatic,Front,4,Left wheel,Black,12,False
9297,35557,891.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,2.0,187270,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9298,5175,,VOLKSWAGEN,Golf,1997,Hatchback,False,CNG,2.0,180008,4.0,Manual,Front,4,Right-hand drive,Black,2,False
9299,38229,877.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,83259,4.0,Automatic,Front,4,Left wheel,Black,4,False
9300,23521,,CHEVROLET,Volt,2012,Sedan,True,Plug-in Hybrid,1.4,62000,4.0,Automatic,Front,4,Left wheel,White,10,False
9301,12544,,FORD,Transit,1995,Goods wagon,False,Diesel,2.5,207888,4.0,Manual,Rear,4,Left wheel,White,0,True
9303,8467,,MITSUBISHI,Pajero IO,1999,Jeep,False,Petrol,1.8,155000,4.0,Automatic,4x4,4,Left wheel,White,4,False
9304,4861,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,True,Diesel,3.5,128202,6.0,Automatic,Rear,4,Left wheel,Black,12,False
9305,31,765.0,LEXUS,NX 200,2015,Jeep,True,Petrol,2.0,76021,4.0,Automatic,Front,4,Left wheel,Black,12,False
9306,23207,639.0,BMW,328,2014,Sedan,True,Petrol,2.0,47000,4.0,Automatic,Rear,4,Left wheel,Silver,8,True
9307,470,753.0,HYUNDAI,Sonata,2012,Jeep,True,Hybrid,2.4,123862,4.0,Automatic,Front,4,Left wheel,White,0,False
9308,10500,,TOYOTA,Prius,2007,Sedan,False,Petrol,1.5,288166,4.0,Automatic,Front,4,Left wheel,White,4,False
9309,41629,1249.0,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,129841,4.0,Automatic,Front,4,Left wheel,Black,4,False
9310,941,1104.0,BMW,X5,2015,Jeep,True,Diesel,3.0,196614,6.0,Automatic,4x4,4,Left wheel,Black,0,False
9311,15681,308.0,TOYOTA,Prius,2014,Sedan,False,Hybrid,1.8,90000,4.0,Tiptronic,Front,4,Left wheel,Blue,8,False
9312,14113,,TOYOTA,Corolla,2007,Minivan,False,Diesel,2.2,188000,4.0,Manual,Front,4,Left wheel,Grey,6,True
9313,18817,,MITSUBISHI,Pajero MONTERO,2003,Jeep,False,Petrol,3.8,312000,6.0,Tiptronic,4x4,4,Left wheel,Black,2,False
9314,8000,,NISSAN,Tiida,2008,Hatchback,False,Petrol,1.5,1400,4.0,Variator,Front,4,Right-hand drive,Silver,2,False
9315,31988,,TOYOTA,Camry,2013,Sedan,False,Hybrid,2.5,62000,4.0,Automatic,Front,4,Left wheel,White,12,False
9316,10663,,TOYOTA,Mark X,2004,Sedan,False,Petrol,2.5,138000,6.0,Tiptronic,Rear,4,Right-hand drive,White,12,False
9317,13485,,BMW,X5,2003,Jeep,True,CNG,3.0,178942,6.0,Tiptronic,Front,4,Left wheel,Black,8,False
9318,13485,645.0,HYUNDAI,Elantra,2011,Sedan,False,Petrol,1.8,152493,4.0,Automatic,Front,4,Left wheel,Sky blue,4,False
9319,4077,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,True,Petrol,3.5,39814,6.0,Automatic,Rear,4,Left wheel,Black,0,False
9320,16308,,TOYOTA,Camry,2008,Sedan,True,Hybrid,2.4,236190,4.0,Automatic,Front,4,Left wheel,Grey,10,False
9321,862,259.0,CHEVROLET,Volt,2014,Jeep,True,Hybrid,1.4,133195,4.0,Automatic,Front,4,Left wheel,Black,0,False
9322,16778,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,41279,4.0,Automatic,Front,4,Left wheel,White,4,False
9323,12074,843.0,TOYOTA,Prius,2008,Hatchback,True,Hybrid,1.5,172100,4.0,Tiptronic,Front,4,Left wheel,Brown,12,False
9324,26657,1091.0,TOYOTA,Camry SE,2016,Sedan,True,Petrol,2.5,52359,4.0,Automatic,Front,4,Left wheel,Carnelian red,8,False
9325,25440,833.0,CHEVROLET,Captiva,2015,Jeep,True,Diesel,2.2,70000,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9326,1176,934.0,MAZDA,1000,2015,Sedan,True,Petrol,2.5,142800,4.0,Automatic,Front,4,Left wheel,Grey,12,False
9328,627,642.0,SUZUKI,SX4,2012,Sedan,True,Petrol,2.0,267184,4.0,Automatic,4x4,4,Left wheel,Black,0,False
9331,17562,,VOLKSWAGEN,Jetta,2012,Sedan,True,Diesel,2.0,94000,4.0,Tiptronic,Front,4,Left wheel,Black,12,True
9332,37000,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,120804,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9333,5000,,NISSAN,Skyline,2003,Sedan,False,Petrol,2.5,117000,6.0,Automatic,Rear,4,Right-hand drive,Silver,3,False
9334,6115,1399.0,LEXUS,RX 350,2010,Jeep,True,Petrol,3.5,197044,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
9335,21953,777.0,TOYOTA,RAV 4,2014,Jeep,True,Petrol,2.5,153312,4.0,Automatic,Front,4,Left wheel,Black,0,False
9336,220,919.0,BMW,X5,2012,Jeep,True,Diesel,3.0,273962,6.0,Automatic,4x4,4,Left wheel,White,0,False
9337,18189,308.0,TOYOTA,Prius C,2014,Sedan,True,Hybrid,1.8,112000,4.0,Tiptronic,Front,4,Left wheel,Orange,12,False
9339,7840,,NISSAN,Tiida,2005,Hatchback,True,Petrol,1.5,132000,4.0,Variator,Front,4,Right-hand drive,Silver,8,False
9340,16621,1017.0,HYUNDAI,Elantra,2017,Sedan,False,Petrol,2.0,22000,4.0,Tiptronic,Front,4,Left wheel,Grey,0,False
9341,10349,394.0,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,0,4.0,Automatic,Front,4,Left wheel,Black,12,False
9343,5959,966.0,DAEWOO,Lacetti,2009,Sedan,True,Diesel,2.0,75644,4.0,Automatic,Front,4,Left wheel,Silver,4,False
9344,13172,,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,154000,4.0,Automatic,Front,4,Right-hand drive,White,2,False
9345,5645,,HONDA,Cr-v,1997,Jeep,False,Petrol,2.0,230000,4.0,Automatic,Front,4,Right-hand drive,Silver,2,False
9346,157,640.0,FORD,Fusion,2013,Sedan,True,Hybrid,2.0,339920,4.0,Automatic,Front,4,Left wheel,White,0,False
